ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_023628495.1_ASM2362849v1,2939513,Chaetomiaceae sp. PT3202,PT3202,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. PT3202,2022-06-01,199x,SPAdes v. 3.14.100,Illumina HiSeq,haploid,Scaffold,275523,270,33859855,0,0,0,0,0,0,0,0,11.21,57.93
GCA_023628555.1_ASM2362855v1,2939514,Chaetomiaceae sp. R4402,R4402,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. R4402,2022-06-01,200x,SPAdes v. 3.14.101,Illumina HiSeq,haploid,Scaffold,335850,258,34160464,0,0,0,0,0,0,0,0,10.28,57.97
GCA_023628425.1_ASM2362842v1,2939517,Chaetomiaceae sp. PYS4301M,PYS4301M,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. PYS4301M,2022-06-01,203x,SPAdes v. 3.14.104,Illumina HiSeq,haploid,Scaffold,706503,134,34873724,0,0,0,0,0,0,0,0,11.34,56.67
GCA_023383405.1_ASM2338340v1,904709,Chaetomium cochliodes,SD-280,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium cochliodes,2022-05-17,81.5x,HGAP v. 3,PacBio RSII,haploid,Contig,,,35186305,0,0,0,0,0,0,0,0,10.11,56.24
GCA_001632435.1_Calco1,1353952,Calocera cornea HHB12733,HHB12733,Basidiomycota,,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera cornea,2016-04-27,85x,Allpaths-LG v. R43241,Illumina,haploid,Scaffold,169300,545,33244933,13207,1601.44,58491,310.72,57243,276.02,45276,65.84,10.74,56.32
GCA_039881045.1_ASM3988104v1,1087732,Chaetomium olivaceum,SD-80A,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium olivaceum,2024-05-28,286.7x,HGAP v. 2021-08,PacBio,haploid,Contig,,,36041079,0,0,0,0,0,0,0,0,10.24,55.60
GCA_015179015.1_Boled5,1328754,Boletus edulis BED1,BED1,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus edulis,2020-11-02,unknown,Falcon v. 20150310,PacBio,haploid,Contig,,,66525486,18883,1486.30,98841,231.16,93968,213.39,79957,65.27,11.71,50.31
GCA_000978885.1_ASM97888v1,88771,Ceratocystis platani,CFO,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,2015-04-23,655.0x,CLC Genomics Workbench v. 8.0; SSPACE v. 3.0; GapFiller v. 1.10,Illumina HiSeq,haploid,Contig,,,29181415,5963,1676.56,16181,518.24,15840,527.33,10218,157.73,11.72,48.22
GCA_038407185.1_ASM3840718v1,112126,Chalaropsis ovoidea,C1375,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Chalaropsis,Chalaropsis ovoidea,2024-04-22,6.94x,SPAdes v. 3.11.1,Illumina MiSeq,haploid,Contig,,,23217634,0,0,0,0,0,0,0,0,15.47,54.04
GCA_001599435.1_JCM_1933_assembly_v001,112131,Chalaropsis thielavioides,JCM 1933,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Chalaropsis,Chalaropsis thielavioides,2016-03-01,387x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,3916844,12,23333049,0,0,0,0,0,0,0,0,14.32,52.11
GCA_003988945.1_ASM398894v1,1603990,Chaetoscypha palmicola,D792,Ascomycota,,Leotiomycetes,,Helotiales,Helotiaceae,Chaetoscypha,Chaetoscypha palmicola,2018-12-31,107.64x,A5 Miseq v. 2016,Illumina HiSeq,haploid,Scaffold,47624,24080,50288663,0,0,0,0,0,0,0,0,20.67,43.66
GCA_918026815.1_BL73,2884959,Chalara sp. BL73,,Ascomycota,,Leotiomycetes,,Helotiales,,Chalara,Chalara sp. BL73,2021-11-18,40x,,,haploid,Contig,,,59008325,0,0,0,0,0,0,0,0,8.27,45.23
GCF_003144195.1_Cersp1,1522189,Ceraceosorus guamensis,MCA 4658,Basidiomycota,,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus guamensis,2018-05-21,145x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,295512,251,24148100,7860,2137.35,30353,479.53,29843,410.66,22492,99.79,10.63,55.97
GCA_900312665.1_Dor_NG_p51_version_1_1,2041049,Cephalotrichum gorgonifer,,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum gorgonifer,2022-11-03,25x,Newbler,454,haploid,Scaffold,2038231,48,35922103,10850,1715.02,29647,441.74,31399,500.77,0,0,11.44,55.04
GCA_038089555.1_NY817307-Chalciporus-chontae,3095475,Chalciporus chontae,NY817307,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus chontae,2024-04-12,79.66258174412945x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,99612,7955,28015428,0,0,0,0,0,0,0,0,7.67,50.11
GCA_038093975.1_Chalciporus-piperatus-BD1043,145387,Chalciporus piperatus,UT-M0002063,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus piperatus,2024-04-12,118.138004361627x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,139669,546,35949429,0,0,0,0,0,0,0,0,12.09,50.55
GCA_002102555.1_Catan2,765915,Catenaria anguillulae PL171,PL171,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Catenariaceae,Catenaria,Catenaria anguillulae,2017-04-20,47.22x,Falcon v. 0.2.2,PacBio,haploid,Contig,,,41337528,13135,1477.98,36151,480.81,34342,434.10,22876,89.71,9.92,56.04
GCA_038094055.1_Buchwaldoboletus-MVC-757,2839924,Chalciporus sphaerocephalus,FLAS-F-68321,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus sphaerocephalus,2024-04-12,138.41194626955013x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Contig,,,28339759,0,0,0,0,0,0,0,0,15.46,47.91
GCA_038092975.1_MICH10025-Boletus-piperatoides,80623,Chalciporus piperatoides,MICH10025,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus piperatoides,2024-04-12,113.72968982457282x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,4203,20129,37360977,0,0,0,0,0,0,0,0,8.45,50.85
GCA_000697705.1_Botbo1,930990,Botryobasidium botryosum FD-172 SS1,FD-172 SS1,Basidiomycota,,Agaricomycetes,,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium botryosum,2014-06-05,31x,Newbler v. 2.5,454; Illumina,haploid,Scaffold,444941,334,46674321,16655,1668.64,92294,240.28,89436,215.82,75630,74.26,7.60,51.40
GCA_038092895.1_MICH10029-Boletus-pseudorubinellus,1354915,Chalciporus pseudorubinellus,MICH10029,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus pseudorubinellus,2024-04-12,61.765507059433034x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,4919,20798,46807948,0,0,0,0,0,0,0,0,9.99,49.78
GCA_038092735.1_MICH10039-Boletus-rubritubifer,3095476,Chalciporus rubritubifer,MICH10039,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus rubritubifer,2024-04-12,143.89465394351672x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,1453,36810,35106514,0,0,0,0,0,0,0,0,7.67,49.42
GCA_027569505.1_ASM2756950v1,1095343,Chloridium humicola,NRRL 62979,Ascomycota,,Sordariomycetes,,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium humicola,2023-01-04,346.4x,SPAdes v. 2,Illumina NovaSeq,haploid,Contig,,,29585324,0,0,0,0,0,0,0,0,12.13,56.60
GCA_040112845.1_ASM4011284v1,296797,Chlorociboria aeruginascens,CBS 122017,Ascomycota,,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginascens,2024-06-10,"49,6x",Flye v. 2.9.2-b1786,Oxford Nanopore MinION,haploid,Contig,,,38304930,0,0,0,0,0,0,0,0,24.39,39.62
GCA_003988815.1_ASM398881v1,163795,Chlorencoelia torta,D1686,Ascomycota,,Leotiomycetes,,Helotiales,Cenangiaceae,Chlorencoelia,Chlorencoelia torta,2018-12-31,136.63x,A5 Miseq v. 2016,Illumina HiSeq,haploid,Scaffold,315106,6881,44380449,0,0,0,0,0,0,0,0,25.00,38.22
GCA_040112785.1_ASM4011278v1,54693,Chlorociboria aeruginosa,CBS 123.57,Ascomycota,,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginosa,2024-06-10,"52,3x",Flye v. 2.9.2-b1786,Oxford Nanopore MinION,haploid,Contig,,,45875368,0,0,0,0,0,0,0,0,14.56,42.15
GCA_963576785.1_gfChlBrun1.1,190013,Chlorophyllum brunneum,,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum brunneum,2023-11-04,511x,various,"PacBio,Arima2",haploid (principal pseudohaplotype of diploid),Chromosome,3504052,14,38916158,0,0,0,0,0,0,0,0,16.89,47.58
GCA_038089015.1_TH8875-Chalciporus-aff-trinitensis,3095548,Chalciporus aff. trinitensis,G4420,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus aff. trinitensis,2024-04-12,38.82696535351823x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,2101,94962,72641236,0,0,0,0,0,0,0,0,15.34,42.81
GCA_004354395.1_ASM435439v1,58369,Chondrostereum purpureum,DSM 4894,Basidiomycota,,Agaricomycetes,,Agaricales,Cyphellaceae,Chondrostereum,Chondrostereum purpureum,2019-03-18,15.24x,MIRA v. 4; Geneious v. 8.1.3,IonTorrent,haploid,Contig,,,41257385,0,0,0,0,0,0,0,0,5.97,47.44
GCA_003709865.1_ASM370986v1,2249419,Chaetothyriales sp. CBS 132003,CBS 132003,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 132003,2018-11-02,54.0x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,312613,118,22913932,5727,2384.32,18397,564.55,18397,564.55,12670,255.42,10.06,54.00
GCA_003709825.1_ASM370982v1,2249420,Chaetothyriales sp. CBS 135597,CBS 135597,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 135597,2018-11-02,54.0x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,570188,134,20738693,5622,2360.56,18284,583.77,18284,583.77,12662,203.17,9.77,52.73
GCA_003693665.1_ASM369366v1,2249417,Chaetothyriales sp. CBS 134920,CBS 134920,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 134920,2018-10-29,54.0x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,168741,408,20748077,5984,2234.95,18413,591.06,18413,591.06,12429,196.90,8.75,53.82
GCA_003709845.1_ASM370984v1,2249418,Chaetothyriales sp. CBS 134916,CBS 134916,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 134916,2018-11-02,54.0x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,61092,1226,26420947,6703,2062.00,18353,625.49,18353,625.49,11650,193.06,11.26,50.54
GCA_002933655.1_Cbert_1,357750,Cercospora berteroae,CBS538.71,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora berteroae,2018-02-20,83.0x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Scaffold,104723,1801,33892839,11903,1580.03,27723,631.46,27723,631.46,15820,82.25,6.35,52.23
GCA_038094695.1_BAKO3-Chiua-aff-virens,3095530,Chiua aff. virens,UT-M0002086,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chiua,Chiua aff. virens,2024-04-12,69.20690464734398x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,4166,73380,82152581,0,0,0,0,0,0,0,0,6.21,49.11
GCA_030512305.1_Cersam1,330535,Cercophora samala,CBS 307.81,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora samala,2023-07-20,146.76x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,198946,841,37160918,11571,1856.52,28700,693.62,27948,603.23,17129,91.95,15.44,50.05
GCA_001051155.2_ASM105115v2,354353,Chrysoporthe austroafricana,CMW 2113,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe austroafricana,2020-12-15,60.0x,IDBA-UD v. 1.1.0,Illumina HiSeq,haploid,Scaffold,5060702,227,48360962,0,0,0,0,0,0,0,0,14.75,52.12
GCA_001282315.2_ASM128231v2,305400,Chrysoporthe cubensis,CMW 10028,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe cubensis,2020-12-21,38.0x,CANU v. 1.8,PacBio RSII,haploid,Contig,,,43935269,0,0,0,0,0,0,0,0,11.24,54.68
GCA_026023695.1_ASM2602369v1,164576,Chaenotheca gracillima,Spribille 41657/TS-e1856-1857(pooled),Ascomycota,,Coniocybomycetes,,Coniocybales,Coniocybaceae,Chaenotheca,Chaenotheca gracillima,2022-11-07,457x,SPAdes v. 3.9.0,Illumina HiSeq,haploid,Scaffold,72409,1268,22648696,7766,1677.58,25787,453.20,25677,454.80,18021,74.44,4.73,51.71
GCA_001513825.2_ASM151382v2,764597,Chrysoporthe deuterocubensis,CMW 8650,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe deuterocubensis,2020-12-15,40.0x,CANU v. 1.5,PacBio,haploid,Contig,,,47123615,0,0,0,0,0,0,0,0,10.76,54.42
GCA_020002325.1_ASM2000232v1,2745882,Chrysosphaeria jannelii,CMW47058,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Chrysosphaeria,Chrysosphaeria jannelii,2021-09-15,10x,SPAdes v. 3.9,Illumina HiSeq,haploid,Scaffold,136042,1002,16250663,0,0,0,0,0,0,0,0,10.18,50.07
GCA_023347005.1_ASM2334700v1,2012386,Chytridiomycetes sp.,concoct_11,Chytridiomycota,,Chytridiomycetes,,,,,Chytridiomycetes sp.,2022-05-12,5x,SPAdes v. 3.15.3,Illumina,haploid,Contig,,,9037264,0,0,0,0,0,0,0,0,7.20,42.14
GCA_027579765.1_Candolleomyces_efflorescens_reassembly_enz,2917767,Candolleomyces efflorescens,VT131,Basidiomycota,,Agaricomycetes,,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces efflorescens,2023-01-06,86.0x,Geneious v. R11,Illumina NextSeq,haploid,Scaffold,157606,565,33573984,9128,1899.33,53125,260.95,53125,260.95,43997,78.32,6.55,51.09
GCA_029850275.1_ASM2985027v1,69893,Chrysosporium keratinophilum,CBS 104.62,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium keratinophilum,2023-04-20,497.0x,MaSuRCA v. 4.0.5,Illumina NovaSeq; PacBio Sequel,haploid,Scaffold,2037736,25,25439844,0,0,0,0,0,0,0,0,7.45,49.08
GCA_015678955.1_ASM1567895v1,2029752,Chrysoporthe puriensis,CMW54409,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe puriensis,2020-11-24,90.0x,flye v. 2.7,Oxford Nanopore MinION,haploid,Complete Genome,4781437,14,44663226,0,0,0,0,0,0,0,0,11.78,53.91
GCA_030710335.1_ASM3071033v1,671139,Chrysoporthe syzygiicola,CMW 29940,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe syzygiicola,2023-08-11,50x,Canu v. 2.0,PacBio,haploid,Contig,,,42484721,0,0,0,0,0,0,0,0,10.27,55.43
GCF_033473495.1_ASM3347349v1,122368,Cercospora beticola,Cb09-40,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,2023-11-09,853.0x,Canu v. 2.1,PacBio,haploid,Complete Genome,4239515,10,36074111,13212,1488.25,29346,630.09,29278,631.33,16134,72.64,10.01,50.88
GCA_030710355.1_ASM3071035v1,671140,Chrysoporthe zambiensis,CMW 29930,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Chrysoporthe,Chrysoporthe zambiensis,2023-08-11,50x,Canu v. 2.0,PacBio,haploid,Contig,,,48300366,0,0,0,0,0,0,0,0,10.35,56.57
GCF_019650295.1_Ck_assembly01,84275,Cercospora kikuchii,MAFF 305040,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora kikuchii,2021-07-08,100x,canu v. 1.9,PacBio RSII,haploid,Contig,,,34440063,13001,1551.58,31116,632.43,31116,632.43,17658,72.21,5.96,53.04
GCA_001430955.1_ASM143095v1,264361,Chrysosporium queenslandicum,CBS 280.77,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium queenslandicum,2015-11-03,50.0x,SOAPdenovo v. DEC-2010,Illumina HiSeq,haploid,Scaffold,173791,2724,32335957,0,0,0,0,0,0,0,0,9.36,49.96
GCA_033439705.1_Cersc1,314031,Cercophora scortea,SMH4131-1,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora scortea,2023-11-08,103.21x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,40165273,12062,1884.88,33344,616.57,32437,532.44,21280,102.30,13.10,53.48
GCA_036250225.1_ASM3625022v1,2994517,Cercophora sp. LCS_1,LCS_1,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora sp. LCS_1,2024-01-29,171.4x,SPAdes v. 3.14.1,Illumina PE150,haploid,Scaffold,816229,181,41770949,13686,1568.04,35032,558.51,34722,562.74,21346,88.75,6.95,54.78
GCA_030567395.1_ASM3056739v1,1046750,Citeromyces hawaiiensis,NRRL Y-11581,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Citeromyces,Citeromyces hawaiiensis,2023-07-31,277.113398248x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,53957,935,16325508,0,0,0,0,0,0,0,0,9.42,43.85
GCA_008122225.1_ASM812222v1,984309,Ciboria shiraiana,LR-318,Ascomycota,,Leotiomycetes,,Helotiales,Sclerotiniaceae,Ciboria,Ciboria shiraiana,2019-08-29,180.0x,HGAP v. 0.2.2,Illumina HiSeq,haploid,Contig,,,39301093,0,0,0,0,0,0,0,0,13.67,41.59
GCA_030570875.1_ASM3057087v1,36909,Citeromyces matritensis,NRRL Y-2407,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Citeromyces,Citeromyces matritensis,2023-07-31,40.2400165921x,MASURCA v. 2.3.2,Illumina HiSeq,haploid,Scaffold,36549,2113,17912012,0,0,0,0,0,0,0,0,11.01,43.31
GCA_030580415.1_ASM3058041v1,1306350,Citeromyces nyonsensis,CBS 12700,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Citeromyces,Citeromyces nyonsensis,2023-07-31,80.2518617219x,MASURCA v. 2.3.2,Illumina HiSeq,haploid,Scaffold,18051,3248,17623623,0,0,0,0,0,0,0,0,9.45,43.96
GCA_033296705.1_Chale1,669021,Chaetomidium leptoderma,CBS 538.74,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium leptoderma,2023-10-26,20x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,101949,763,31974232,10426,1712.38,31078,505.53,30912,507.78,20652,103.73,11.39,56.86
GCA_020726445.1_Chafu1,2823209,Chaetomium sp. MPI-SDFR-AT-0129,MPI-SDFR-AT-0129,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp. MPI-SDFR-AT-0129,2021-10-29,152.11x,Falcon v. 0.7.3,PacBio SEQUEL,haploid,Contig,,,33300809,10561,1962.80,29435,642.41,28692,550.23,18857,96.61,10.33,54.65
GCA_003706365.1_ASM370636v1,109331,Citeromyces siamensis,NRRL Y-27975,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Citeromyces,Citeromyces siamensis,2018-10-31,40x,MASURCA v. 2.3.2,Illumina HiSeq 2500,haploid,Scaffold,6349,8808,25256979,0,0,0,0,0,0,0,0,10.31,43.79
GCA_035928255.1_ASM3592825v1,2901252,Chaetothyriales sp. CCFEE 6169,CCFEE 6169,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CCFEE 6169,2024-01-22,569.64104x,SPAdes v. 3.15.4,Illumina MiSeq,haploid,Contig,,,30000181,11298,1581.21,26854,618.99,26808,619.90,15556,79.84,6.21,51.83
GCA_004303015.1_ASM430301v1,767780,Cladobotryum protrusum,CCMJ2080,Ascomycota,,Sordariomycetes,,Hypocreales,Hypocreaceae,Cladobotryum,Cladobotryum protrusum,2019-02-26,159.0x,SMARTdenovo v. 1.0,PacBio Sequel,haploid,Contig,,,39087229,0,0,0,0,0,0,0,0,10.58,47.85
GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0,794803,Cenococcum geophilum 1.58,1.58,Ascomycota,,Dothideomycetes,,,Gloniaceae,Cenococcum,Cenococcum geophilum,2016-07-26,75.0x,Allpaths-LG v. R36892,Illumina; Pacbio,haploid,Scaffold,2235929,268,177557160,14738,1604.56,43121,482.44,41728,421.86,28374,100.34,49.23,37.48
GCF_033439665.1_Achstr1,1170767,Chaetomium strumarium,CBS 333.67,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium strumarium,2023-11-08,111.31x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,32422668,10389,1885.41,30201,586.44,29247,508.94,19800,94.81,9.74,55.65
GCA_030512285.1_Cernew1,92897,Cercophora newfieldiana,SMH2532-1,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora newfieldiana,2023-07-20,118.99x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,39838444,15027,1615.72,38548,575.27,37446,520.59,23514,89.51,7.94,55.48
GCA_000444155.1_Clmac_v1,1353983,Cladonia macilenta KoLRI003786,KoLRI003786,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia macilenta,2013-08-06,540.0x,AllPaths v. Jan-2013,Illumina HiSeq,haploid,Scaffold,1469036,240,37117081,0,0,0,0,0,0,0,0,14.10,42.85
GCA_000482085.2_C_metacorallifera_KoLRI002260_v2,1400770,Cladonia metacorallifera KoLRI002260,,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia metacorallifera,2014-01-07,1023.0x,SOAPdenovo v. 2.04,Illumina,haploid,Scaffold,1591850,30,36682060,0,0,0,0,0,0,0,0,13.92,43.81
GCA_963971245.1_glClaNorv1.1,2873768,Cladonia norvegica,,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia norvegica,2024-03-02,369x,various,"PacBio,Arima2",haploid (principal pseudohaplotype of diploid),Chromosome,1590646,21,32300211,0,0,0,0,0,0,0,0,9.24,46.87
GCF_000143365.1_ASM14336v1,306901,Chaetomium globosum CBS 148.51,CBS 148.51,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum,2006-02-17,,,,haploid,Scaffold,4721439,37,34886939,11222,1764.95,34637,475.82,34453,477.89,23413,142.04,9.91,54.68
GCA_947623385.2_glClaSqua9.2,174074,Cladonia squamosa,,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia squamosa,2023-05-13,572x,various,"PacBio,Arima2",haploid (principal pseudohaplotype of diploid),Chromosome,1635907,121,38098895,0,0,0,0,0,0,0,0,14.77,44.98
GCA_020736525.1_Chame1,2821753,Chaetomium sp. MPI-CAGE-AT-0009,MPI-CAGE-AT-0009,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp. MPI-CAGE-AT-0009,2021-11-02,279.76x,Falcon v. 0.7.3,PacBio RSII,haploid,Contig,,,33768356,11515,1907.50,34146,582.43,33366,502.13,22628,91.82,10.63,56.23
GCA_023065455.1_Crangiferina-SA24,111670,Cladonia rangiferina,SA24,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia rangiferina,2022-04-20,229.0x,HGAP workflow v. July-2015,PacBio,haploid,Contig,,,39472306,0,0,0,0,0,0,0,0,18.24,43.19
GCF_033439085.1_Chafi1,1854472,Chaetomium fimeti,CBS 168.71,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium fimeti,2023-11-08,50.09x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,35321551,11628,1897.45,33643,594.96,32854,515.38,22015,92.99,12.11,56.22
GCA_040955005.1_glClaStel2_p1.1,174045,Cladonia stellaris,CA-23-2305-A,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia stellaris,2024-07-30,29.69x,HiFiasm v. 0.19.4; purge_dups v. 1.2.5,PacBio Sequel II,haploid,Contig,,,35955129,0,0,0,0,0,0,0,0,16.71,44.17
GCA_002927785.1_ASM292778v1,174080,Cladonia uncialis,Normore 8774,Ascomycota,,Lecanoromycetes,,Lecanorales,Cladoniaceae,Cladonia,Cladonia uncialis,2018-02-14,43.0x,SPAdes v. 3.11,Illumina,haploid,Scaffold,34871,2124,32851544,0,0,0,0,0,0,0,0,10.32,46.38
GCF_020726465.1_Chagl1,1854479,Chaetomium tenue,MPI-SDFR-AT-0079,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium tenue,2021-10-29,152.11x,Falcon + pb-assembly v. 0.0.2,PacBio SEQUEL,haploid,Contig,,,34154134,11732,1889.41,34579,574.57,33807,499.57,22845,100.61,11.29,56.28
GCA_030068005.1_CMRP1227_Cexuberans,1949210,Cladophialophora exuberans,CMRP1227,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora exuberans,2023-05-24,89.9x,SPAdes v. 3.10,Illumina HiSeq,haploid,Contig,,,37523205,0,0,0,0,0,0,0,0,5.47,50.86
GCA_040207545.1_ASM4020754v1,2448088,Cladophialophora sp. XZL-2018a,CGMCC 3.18769,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora sp. XZL-2018a,2024-06-17,171.0x,Canu v. 1.8,PacBio Sequel; Illumina,haploid,Contig,,,33808635,0,0,0,0,0,0,0,0,6.42,51.03
