ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_002287115.1_ASM228711v1,1579977,Auricularia heimuer,Dai 13782,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Auriculariaceae,Auricularia,Auricularia heimuer
GCA_003316125.1_ASM331612v1,29893,Auricularia polytricha,MG66,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Auriculariaceae,Auricularia,Auricularia polytricha
GCA_020744175.1_Olipa1,2829486,Auriculariales sp. MPI-PUGE-AT-0066,MPI-PUGE-AT-0066,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,,,Auriculariales sp. MPI-PUGE-AT-0066
GCA_007026445.1_Auramp1,97359,Auriculariopsis ampla,NL-1724,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Auriculariopsis,Auriculariopsis ampla
GCA_019914985.1_ASM1991498v1,2841979,Auriscalpium microsporum,AU-H-210
GCA_019915035.1_ASM1991503v1,2841978,Auriscalpium orientale,AU-Y-A
GCA_019915015.1_ASM1991501v1,40419,Auriscalpium vulgare,CBS 236.39,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Auriscalpium,Auriscalpium vulgare
GCA_023105745.1_APSI_hap1_v2,181123,Austropuccinia psidii,Au3-C622-A115012,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii
GCF_001661335.1_Babin1,45609,Babjeviella inositovora,NRRL Y-12698,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Babjeviella,Babjeviella inositovora
GCA_022814255.1_ASM2281425v1,2918519,Bachmanniomyces sp. S44760,T1894
GCF_019456465.1_ASM1945646v1,2732470,Bacidia gigantensis,McMullin 20006,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Ramalinaceae,Bacidia,Bacidia gigantensis
GCA_024140565.1_ASM2414056v1,2583354,Backusella australiensis,UoMAU90,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella australiensis
GCA_024140265.1_ASM2414026v1,2583357,Backusella liffmaniae,UoMAU58,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella liffmaniae
GCA_024140195.1_ASM2414019v1,2583358,Backusella luteola,UoMAU6,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella luteola
GCA_024139275.1_ASM2413927v1,2583359,Backusella macrospora,UoMAU7,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella macrospora
GCA_024139405.1_ASM2413940v1,2583360,Backusella mclennaniae,UoMAU11,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella mclennaniae
GCA_024139395.1_ASM2413939v1,2823925,Backusella morwellensis,UoMAU16,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella morwellensis
GCA_024140155.1_ASM2414015v1,2583362,Backusella parvicylindrica,UoMAU35,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella parvicylindrica
GCA_024139485.1_ASM2413948v1,2583363,Backusella psychrophila,UoMAU55,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella psychrophila
GCA_024139495.1_ASM2413949v1,2583356,Backusella sp. ASU-2019c,UoMAU9,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella sp. ASU-2019c
GCA_024139415.1_ASM2413941v1,2583364,Backusella tarrabulga,UoMAU5,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella tarrabulga
GCA_024140245.1_ASM2414024v1,1196560,Backusella tuberculispora,UoMAU80,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella tuberculispora
GCA_024140375.1_ASM2414037v1,2583365,Backusella westeae,UoMAU4,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella westeae
GCA_001179705.1_Baeospora_myosura-8,139080,Baeospora myosura,,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Baeospora,Baeospora myosura
GCA_000709145.1_BobtB249_1,40611,Balansia obtecta,B249,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Balansia,Balansia obtecta
GCA_022813145.1_ASM2281314v1,1629402,Barbatosphaeria neglecta,FKII-L8-BK-P4,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,,Barbatosphaeriaceae,Barbatosphaeria,Barbatosphaeria neglecta
GCA_020280145.1_ASM2028014v1,2880258,Barnettozyma botsteinii,1118,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma botsteinii
GCA_023627795.1_ASM2362779v1,36038,Barnettozyma californica,PB4207,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma californica
GCA_003706665.1_ASM370666v1,96499,Barnettozyma hawaiiensis,NRRL Y-27270,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma hawaiiensis
GCA_003706705.2_ASM370670v2,53645,Barnettozyma populi,NRRL Y-12728,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma populi
GCA_003707865.1_ASM370786v1,36040,Barnettozyma pratensis,NRRL Y-12696,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma pratensis
GCA_003707885.1_ASM370788v1,1337058,Barnettozyma salicaria,NRRL Y-6780,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma salicaria
GCA_000826855.1_BASUN5,1230402,Basidioascus undulatus,DAOM 241956,Basidiomycota,Wallemiomycotina,Geminibasidiomycetes,,Geminibasidiales,Geminibasidiaceae,Basidioascus,Basidioascus undulatus
GCA_000697455.1_BasHetB8920-1.0,423455,Basidiobolus heterosporus,B8920,Zoopagomycota,Entomophthoromycotina,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus heterosporus
GCA_002104905.1_Basme2finSC,423460,Basidiobolus meristosporus,CBS 931.73,Zoopagomycota,Entomophthoromycotina,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus meristosporus
GCA_001599675.1_JCM_23157_assembly_v001,89487,Basipetospora chlamydospora,JCM 23157,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Basipetospora,Basipetospora chlamydospora
GCA_021031095.1_ASM2103109v1,2820138,Bathelium albidoporum,NSR34,Ascomycota,Pezizomycotina,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bathelium,Bathelium albidoporum
GCF_000203795.1_v1.0,109871,Batrachochytrium dendrobatidis,JAM81,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis
GCA_021556675.1_ASM2155667v1,1357716,Batrachochytrium salamandrivorans,AMFP13/1,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium salamandrivorans
GCF_000338955.1_Bauco1,1709381,Baudoinia panamericana,UAMH 10762,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana
GCF_000280675.1_ASM28067v1,176275,Beauveria bassiana,ARSEF 2860,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana
GCA_001636735.1_BBO_1.0,118266,Beauveria brongniartii,RCEF 3172,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria brongniartii
GCA_016490725.1_ASM1649072v1,37994,Beauveria felina,SYSU-MS7908,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria felina
GCA_022985055.1_ASM2298505v1,931006,Beauveria pseudobassiana,RGM 2184,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria pseudobassiana
GCA_000733645.1_Beauveria_rudraprayagi_MTCC_8017_genome,1481906,Beauveria rudraprayagi,MTCC 8017,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria rudraprayagi
GCA_001931865.2_ASM193186v2,2562442,Beauveria sp. IMV 00265,IMV 00265,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria sp. IMV 00265
GCA_024472245.1_BJJ-GSMG,2962708,Beauveria sp. NWAFU-1,NWAFU-1
GCA_003671435.1_ASM367143v1,124036,Berkeleyomyces basicola,CMW49352,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Berkeleyomyces,Berkeleyomyces basicola
GCA_001599595.1_JCM_9230_assembly_v001,409207,Beverwykella pulmonaria,JCM 9230,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Melanommataceae,Beverwykella,Beverwykella pulmonaria
GCA_002261195.1_ASM226119v1,1938954,Bifiguratus adelaidae,AZ0501,Mucoromycota,Mucoromycotina,Endogonomycetes,,Endogonales,,Bifiguratus,Bifiguratus adelaidae
GCA_010015655.1_Bimnz1,147497,Bimuria novae-zelandiae,CBS 107.79,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Bimuria,Bimuria novae-zelandiae
GCA_002286855.1_ASM228685v1,74410,Bipolaris cookei,LSLP18.3,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris cookei
GCF_000354255.1_CocheC4_1,5016,Bipolaris maydis,ATCC 48331,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis
GCF_000523455.1_Cochliobolus_miyabeanus_v1.0,101162,Bipolaris oryzae,ATCC 44560,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris oryzae
GCF_000338995.1_Cocsa1,45130,Bipolaris sorokiniana,ND90Pr,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris sorokiniana
GCF_000527765.1_Cochliobolus_victoriae_v1.0,40125,Bipolaris victoriae,FI3,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris victoriae
GCF_000523435.1_Cochliobolus_carbonum_v1.0,5017,Bipolaris zeicola,26-R-13,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris zeicola
GCA_022695795.1_Bisma1,110534,Biscogniauxia marginata,CBS 124505,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia marginata
GCA_018398605.1_FBL658_Bm01,97377,Biscogniauxia mediterranea,Bm01,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia mediterranea
GCA_022544895.1_Biscog1,2614606,Biscogniauxia sp. FL1348,FL1348,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia sp. FL1348
GCA_021307315.1_Bisporella_sp._PMI857_v1.0,1954211,Bisporella sp. PMI_857,PMI_857,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Bisporella,Bisporella sp. PMI_857
GCA_016162255.1_ASM1616225v1,409370,Blastobotrys adeninivorans,TMCC 70007,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys adeninivorans
GCA_003705795.2_ASM370579v2,1850976,Blastobotrys americana,NRRL Y-6844,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys americana
GCA_003705765.2_ASM370576v2,267478,Blastobotrys mokoenaii,NRRL Y-27120,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys mokoenaii
GCA_003705745.2_ASM370574v2,378046,Blastobotrys muscicola,NRRL Y-7993,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys muscicola
GCA_003707525.2_ASM370752v2,44073,Blastobotrys niveus,NRRL Y-17581,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys niveus
GCA_003705735.2_ASM370573v2,378051,Blastobotrys peoriensis,NRRL YB-2290,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys peoriensis
GCA_003707485.2_ASM370748v2,44067,Blastobotrys proliferans,NRRL Y-17577,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys proliferans
GCA_003705705.1_ASM370570v1,1548389,Blastobotrys raffinosifermentans,NRRL Y-27150,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys raffinosifermentans
GCA_003705695.1_ASM370569v1,456365,Blastobotrys serpentis,NRRL Y-48249,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys serpentis
GCF_000003525.1_BD_ER3_V1,5039,Blastomyces dermatitidis,ER-3,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis
GCA_003206725.1_ASM320672v1,2723674,Blastomyces emzantsi,MRL_BACNE1992,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces emzantsi
GCF_000003855.2_BD_SLH14081_V1,1681229,Blastomyces gilchristii,SLH14081,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces gilchristii
GCA_002572885.1_Emmon_parv_130,2060905,Blastomyces parvus,UAMH130,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces parvus
GCA_018296065.1_ASM1829606v1,1658174,Blastomyces percursus,IHEM 26956,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces percursus
GCA_001014755.1_ASM101475v1,2060906,Blastomyces silverae,UAMH 139,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces silverae
GCA_018856295.1_ASM1885629v1,530045,Blastosporella zonata,Bzo6,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Blastosporella,Blastosporella zonata
GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2,1689686,Blumeria graminis f. sp. triticale,THUN-12,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
GCA_900239735.1_BGH_DH14_v4,2867405,BlumeriahordeiDH14,
GCA_009599575.1_MSU_Bj_1.1,373115,Blumeriella jaapii,11BO-GW45,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Blumeriella,Blumeriella jaapii
GCA_003614705.1_Blyhe1,388810,Blyttiomyces helicus,Perch Fen,Chytridiomycota,,Chytridiomycetes,,,,Blyttiomyces,Blyttiomyces helicus
GCF_020726555.1_Boeex1,749465,Boeremia exigua,MPI-SDFR-AT-0100,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua
GCA_022560035.1_ASM2256003v1,749552,Boeremia foveata,CBS 200.37,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Boeremia,Boeremia foveata
GCA_022609225.1_ASM2260922v1,749563,Boeremia lycopersici,CBS 378.67,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Boeremia,Boeremia lycopersici
GCA_003316205.1_ASM331620v1,279506,Boletus bicolor,MG1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus bicolor
GCA_015179015.1_Boled5,36056,Boletus edulis,BED1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus edulis
GCA_018397855.1_ASM1839785v1,495285,Boletus reticuloceps,BR01,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus reticuloceps
GCA_003313885.1_ASM331388v1,2175973,Boletus sp. MG55,MG55,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus sp. MG55
GCA_003313155.1_ASM331315v1,2175972,Boletus sp. MG95,MG95,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus sp. MG95
GCA_019096195.1_ASM1909619v1,2831041,Boletus sp. NGJ,NGJ
GCA_003316055.1_ASM331605v1,374761,Boletus speciosus,MG10,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus speciosus
GCA_003316035.1_ASM331603v1,2717575,Boletus subvelutipes,MG31,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Suillellus,Suillellus subvelutipes
GCA_004802705.1_ASM480270v1,1095465,Bondarzewia mesenterica,DSM 108281,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Bondarzewiaceae,Bondarzewia,Bondarzewia mesenterica
GCA_000697705.1_Botbo1,264124,Botryobasidium botryosum,FD-172 SS1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium botryosum
GCA_022813555.1_ASM2281355v1,1280295,Botryosphaeria agaves,FJII-L1-SW-P2,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria agaves
GCA_011503125.2_ASM1150312v2,55169,Botryosphaeria dothidea,sdau11-99,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria dothidea
GCA_023084525.1_ASM2308452v1,2021124,Botryosphaeria kuwatsukai,KE8637,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria kuwatsukai
GCA_004379285.1_ASM437928v1,38488,Botryotinia calthae,MUCL2830,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia calthae
GCA_004786275.1_ASM478627v1,54673,Botryotinia convoluta,MUCL11595,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia convoluta
GCA_014898425.1_ASM1489842v1,278942,Botryotinia globosa,MUCL 444,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia globosa
GCA_004786225.1_ASM478622v1,278944,Botryotinia narcissicola,MUCL2120,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia narcissicola
GCA_003707445.1_ASM370744v1,44070,Botryozyma nematodophila,NRRL Y-17705,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Botryozyma,Botryozyma nematodophila
GCA_014898285.1_ASM1489828v1,139639,Botrytis aclada,633,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis aclada
GCF_014898295.1_ASM1489829v1,139641,Botrytis byssoidea,MUCL 94,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis byssoidea
GCF_000143535.2_ASM14353v4,40559,Botrytis cinerea,B05.10,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea
GCF_014898535.1_ASM1489853v1,2478750,Botrytis deweyae,B1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis deweyae
GCA_024478385.1_BOTELL_9401_1,278938,Botrytis elliptica,Be9401,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis elliptica
GCA_015147945.1_ASM1514794v1,182092,Botrytis fabae,Pv1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis fabae
GCF_013461495.1_Bfra_R1V1,1964551,Botrytis fragariae,BVB16,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis fragariae
GCA_004916875.1_ASM491687v1,278940,Botrytis galanthina,MUCL435,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis galanthina
GCA_004786245.1_ASM478624v1,278943,Botrytis hyacinthi,Bh0001,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis hyacinthi
GCA_019395255.1_ASM1939525v1,2499830,Botrytis medusae,B555,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis medusae
GCA_004786145.1_ASM478614v1,278948,Botrytis paeoniae,Bp0003,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis paeoniae
GCF_014898465.1_ASM1489846v1,87229,Botrytis porri,MUCL 3234,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis porri
GCA_019395245.1_ASM1939524v1,1005963,Botrytis pseudocinerea,BP362,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis pseudocinerea
GCF_014898435.1_ASM1489843v1,1463999,Botrytis sinoallii,Bc 23,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis sinoallii
GCA_014898485.2_BOTSQU_2,139640,Botrytis squamosa,MUCL 31421,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia squamosa
GCA_004786125.1_ASM478612v1,87230,Botrytis tulipae,Bt9001,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis tulipae
GCA_001754015.1_ASM175401v1,37662,Brettanomyces anomalus,CBS 7654,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces anomalus
GCF_011074885.1_ASM1107488v2,5007,Brettanomyces bruxellensis,UCD 2041,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis
GCA_012295335.1_ASM1229533v1,13368,Brettanomyces custersianus,CRL-53,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces custersianus
GCA_012295355.1_ASM1229535v1,13370,Brettanomyces naardenensis,CRL-65,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces naardenensis
GCF_011074865.1_ASM1107486v2,13502,Brettanomyces nanus,CBS 1945,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces nanus
GCA_016906875.1_ASM1690687v1,2752591,Brettanomyces sp. HC-2020a,kh3,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces sp. HC-2020a
GCA_002018255.1_ASM201825v1,1836592,Bretziella fagacearum,CMW 2656,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Bretziella,Bretziella fagacearum
GCA_001600095.1_JCM_2954_assembly_v001,157611,Bullera alba,JCM 2954,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Bulleraceae,Bullera,Bullera alba
GCA_019364595.1_ASM1936459v1,1325616,Butyriboletus roseoflavus,LA02,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Butyriboletus,Butyriboletus roseoflavus
GCA_002914405.1_ByssAF2.0,2066500,Byssochlamys sp. AF001,AF001,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Byssochlamys,Byssochlamys sp. AF001
GCA_002242795.1_ASM224279v1,2059436,Byssochlamys sp. BYSS01,BYSS01,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Byssochlamys,Byssochlamys sp. BYSS01
