ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_022478815.1,Daldinia bambusicola,CBS 122872,326643,0;2;5;6;7;A;J;N;P;PRJNA567206;R,38030351,153242,Dalba1
GCF_022478825.1,Daldinia caldariorum,CBS 122874,326644,0;2;5;6;7;8;A;J;N;P;PRJNA567208;R,35556611,307969,Dalcal1
GCF_008694065.1,Daldinia childiae,JS-1345,326645,0;5;6;A;J;N;P;PRJNA566056;R,38652569,1254782,Dalch_JS-1345
GCA_902805455.1,Daldinia concentrica,CBS 113277,42361,2;3;4;6;B;E;J;P;PRJEB36624;R,37605921,2728111,DC
GCF_022478715.1,Daldinia decipiens,CBS 113046,326647,0;1;2;5;6;7;A;J;N;P;PRJNA567210;R,35255283,450673,Daldec1
GCA_022478725.1,Daldinia eschscholtzii,FL0578,292717,0;5;6;7;8;A;J;N;P;PRJNA567086;R,36821210,224099,Dales1
GCA_022432525.1,Daldinia grandis,CBS 114736,103428,1;2;5;6;7;A;J;N;P;PRJNA567212;R,37510053,2696365,Dalgra1
GCF_022478755.1,Daldinia loculata,CBS 113971,103429,1;2;5;6;7;A;J;N;P;PRJNA567216;R,37819304,318675,Dalloc1
GCA_002120325.1,Daldinia sp. EC12,EC12,1001832,0;1;2;6;7;9;A;J;N;P;PRJNA196027;R,37551009,154035,DalEC12 v.1.0
GCA_025201765.1,Daldinia sp. FL1419,FL1419,2614575,0;1;5;6;7;9;A;J;N;P;PRJNA571069;R,42564396,150254,DaFL1419_1
GCF_022497035.1,Daldinia vernicosa,CBS 139.73,114800,0;1;5;7;8;A;J;N;P;PRJNA571058;R,35841789,388201,Dalver1
GCA_003706395.2,Danielozyma ontarioensis,NRRL YB-1246,130807,1;2;4;9;A;J;N;P;PRJNA429441;R,10656716,741064,ASM370639v2
GCA_030770425.1,Darksidea phi,DS919,2704583,1;2;3;6;7;A;J;N;P;PRJNA637112;R,52167057,134704,LANL_DS919_1.0
GCA_009806335.1,Davidsoniella australis,CMW2333,1580834,0;4;8;9;A;J;N;P;PRJNA498088;R,34127347,18174,ASM980633v1
GCA_004009845.1,Davidsoniella eucalypti,CMW3254,1580835,0;3;4;5;6;8;A;J;N;P;PRJNA503468;R,41365587,225304,ASM400984v1
GCA_009806295.1,Davidsoniella neocaledoniae,CMW_26392,1580836,0;4;8;9;A;J;N;P;PRJNA498089;R,33504845,40815,ASM980629v1
GCA_001513805.1,Davidsoniella virescens,CMW17339,1580837,0;2;5;6;9;A;J;N;P;PRJNA295650;R,33427969,113379,ASM151380v1
GCA_003706415.3,Deakozyma indianensis,NRRL YB-1937,1470396,1;2;4;9;A;J;N;P;PRJNA429441;R,11697543,418354,ASM370641v3
GCA_032927745.1,Debaryomyces castellii,UCD805,27295,0;1;2;8;9;A;J;N;P;PRJNA1018912;R,12153877,888568,UCD805_scap
GCA_030564605.1,Debaryomyces coudertii,NRRL Y-7425,27296,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11269520,269584,ASM3056460v1
GCF_001447935.2,Debaryomyces fabryi,CBS 789,58627,0;2;8;9;A;J;N;P;PRJNA288902;R,11695966,59311,debFab1.1
GCF_000006445.2,Debaryomyces hansenii CBS767,CBS767,284592,1;2;3;8;A;J;N;P;PRJNA13832;R,12152486,993818,ASM644v2
GCA_030583545.1,Debaryomyces maramus,NRRL Y-2171,27297,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11000421,1354846,ASM3058354v1
GCA_030583445.1,Debaryomyces nepalensis,NRRL Y-7108,27299,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11403703,741331,ASM3058344v1
GCA_030578795.1,Debaryomyces prosopidis,NRRL Y-27369,148098,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12050768,453931,ASM3057879v1
GCA_030566065.1,Debaryomyces robertsiae,NRRL Y-6670,28555,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10714584,731625,ASM3056606v1
GCA_031081795.1,Debaryomyces singareniensis,NCAIM Y.02012,526733,0;1;4;7;9;A;J;N;P;PRJNA941170;R,10099494,785565,NCAIM_Y02012
GCA_024586305.1,Debaryomyces sp. S3305,S3305,2951366,1;2;3;8;A;J;N;P;PRJNA833221;R,23420014,181198,ASM2458630v1
GCA_003708965.2,Debaryomyces subglobosus,NRRL Y-6666,522693,1;2;4;9;A;J;N;P;PRJNA429441;R,11455437,797432,ASM370896v2
GCA_030556595.1,Debaryomyces udenii,NRRL Y-17354,28551,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11078079,1278420,ASM3055659v1
GCA_023625755.1,Debaryomycetaceae sp. 2NP920,Y9007B,2940386,1;2;3;8;A;J;N;P;PRJNA833221;R,10639567,569804,ASM2362575v1
GCA_023625695.1,Debaryomycetaceae sp. 2NP930A,NP9010,2940387,1;2;3;8;A;J;N;P;PRJNA833221;R,10637215,210015,ASM2362569v1
GCA_023625775.1,Debaryomycetaceae sp. 2NR913A,Y9007B-2,2940383,1;2;3;8;A;J;N;P;PRJNA833221;R,10617900,568998,ASM2362577v1
GCA_031081755.1,Debaryomycetaceae sp. CAB 1570,CAB 1570,3042738,0;1;4;7;9;A;J;N;P;PRJNA941170;R,10872003,1374579,CAB1570
GCA_032598715.1,Debaryomycetaceae sp. JAC-2022a,SDSM-11251829,2932746,0;1;5;7;8;A;J;N;P;PRJNA807518;R,11144167,1637847,ASM3259871v1
GCA_023625715.1,Debaryomycetaceae sp. NP9010,2NR913A,2940385,1;2;3;8;A;J;N;P;PRJNA833221;R,10641513,379296,ASM2362571v1
GCA_031081785.1,Debaryomycetaceae sp. UCDFST 68-643,UCDFST 68-643,3041081,0;1;4;7;9;A;J;N;P;PRJNA941170;R,11097569,1244761,UD68_643
GCA_031081845.1,Debaryomycetaceae sp. UCDFST 68-768.1,UCDFST 68-768.1,3041082,0;1;4;7;9;A;J;N;P;PRJNA941170;R,11119302,1245065,UD68_768_1
GCA_023625735.1,Debaryomycetaceae sp. Y9007B,2NR914,2940384,1;2;3;8;A;J;N;P;PRJNA833221;R,10642102,336798,ASM2362573v1
GCA_031081905.1,Debaryomycetaceae sp. ZIM 2471,ZIM 2471,3034288,0;1;4;7;9;A;J;N;P;PRJNA941170;R,10876439,1285964,ZIM2471
GCA_010015605.1,Decorospora gaudefroyi,P77,184978,3;7;9;A;J;N;P;PRJNA333973;R,30559368,114396,Decga1
GCA_010093945.1,Delitschia confertaspora ATCC 74209,ATCC 74209,1513339,1;2;5;6;7;A;J;N;P;PRJNA251766;R,31159062,61245,Delco1
GCA_009982845.1,Delphinella strobiligena,CBS 735.71,147560,3;6;8;9;A;J;N;P;PRJNA333968;R,29209081,2256128,Delst1
GCA_026120015.1,Dendrostoma leiphaemia,CFCC 54038,2608779,0;1;2;7;8;9;A;J;N;P;PRJNA827019;R,63559116,98076,ASM2612001v1
GCA_004369135.1,Dendrothele bispora CBS 962.96,CBS 962.96,1314807,0;1;6;7;9;A;J;N;P;PRJNA196017;R,130650616,52145,Denbi1
GCA_020744415.1,Dendryphion nanum,MPI-CAGE-CH-0243,256645,0;1;3;4;7;9;A;J;N;P;PRJNA370194;R,41131413,1909262,Denna1
GCA_004679275.1,Dentipellis fragilis,DSM 105465,205917,0;1;5;8;A;J;N;P;PRJNA518010;R,32180624,27523,ASM467927v1
GCA_002286715.1,Dentipellis sp. KUC8613,KUC8613,1883078,0;4;6;7;9;A;J;N;P;PRJNA400679;R,36706823,204824,ASM228671v1
GCA_910591965.1,Dentiscutata erythropus,MA453B,1348616,0;3;4;5;B;E;J;P;PRJEB45340;R,293538873,7545,Dentiscutata_erythropus_MA453B
GCA_910591775.1,Dentiscutata heterogama,IL203A,1316150,0;3;4;5;B;E;J;P;PRJEB45340;R,181573699,4991,Dentiscutata_heterogama_IL203A
GCA_023184605.1,Dermatocarpon miniatum,TBG_2326,172328,0;2;3;8;A;J;N;P;PRJNA820300;R,63481793,5037440,ASM2318460v1
GCA_030407005.1,Desarmillaria ectypa,FPL83.16,47430,3;4;6;9;A;J;N;P;PRJNA463936;R,40598130,4048416,Armect1
GCF_030435595.1,Desarmillaria tabescens,CCBAS 213,1929756,0;1;5;6;8;9;A;J;N;P;PRJNA519860;R,74875987,543822,Armtab1
GCA_021399435.1,Diaporthaceae sp. PMI_573,PMI_573,2614600,2;4;5;6;7;A;J;N;P;PRJNA572467;R,83857806,921669,DiaPMI573_1
GCA_023522825.1,Diaporthe ampelina,I2T2,1214573,2;3;5;8;A;J;N;P;PRJNA823858;R,59915364,393751,DampeI2T2
GCF_026229845.1,Diaporthe amygdali,CAA958,1214568,1;7;8;9;A;J;N;P;PRJNA718179;R,51483502,1008325,ASM2622984v1
GCA_001447215.1,Diaporthe aspalathi,MS-SSC91,626713,0;2;3;5;9;A;J;N;P;PRJNA295230;R,55029878,51299,ASM144721v1
GCF_019321695.1,Diaporthe batatas,CRI 302-4,748121,2;3;4;5;7;A;J;N;P;PRJNA743425;R,54186171,2950914,ASM1932169v1
GCA_013364905.1,Diaporthe capsici,GY-Z16,1738887,1;5;7;8;9;A;J;N;P;PRJNA589178;R,57558510,5171887,ASM1336490v1
GCA_023703485.1,Diaporthe caulivora,D57,60444,0;1;3;7;8;A;J;N;P;PRJNA717308;R,57864139,8708519,ASM2370348v1
GCF_014595645.1,Diaporthe citri,NFHF-8-4,83186,0;2;4;6;A;J;N;P;PRJNA660204;R,63685968,5472022,ASM1459564v1
GCA_014872975.1,Diaporthe citriasiana,ZJUD30,1365815,0;2;6;9;A;J;N;P;PRJNA660209;R,53410976,198431,ASM1487297v1
GCA_014872995.1,Diaporthe citrichinensis,ZJUD34,1365816,0;2;6;9;A;J;N;P;PRJNA660209;R,54500586,573128,ASM1487299v1
GCA_016859255.1,Diaporthe destruens,CRI305-2,748119,0;4;6;8;9;A;J;N;P;PRJNA640968;R,56108228,2479481,ASM1685925v1
GCA_022225955.2,Diaporthe eres,Phoaprs 18-03,83184,1;6;7;9;A;J;N;P;PRJNA799611;R,59716336,5284870,ASM2222595v2
GCA_001702395.2,Diaporthe helianthi,7/96,158607,2;3;7;8;9;A;J;N;P;PRJNA327798;R,63672038,17875,DHEL01v2
GCA_023242295.1,Diaporthe ilicicola,FPH2015-502,2419934,3;5;7;8;9;A;J;N;P;PRJNA759853;R,65217818,155931,ASM2324229v1
GCA_000800745.1,Diaporthe longicolla,TWH P74,54899,1;4;5;7;A;J;N;P;PRJNA174445;R,64714568,91154,ASM80074v1
GCA_023078575.1,Diaporthe nobilis,DJY16A 5-1,1303587,1;2;3;8;A;J;N;P;PRJNA812323;R,59284393,4465511,ASM2307857v1
GCA_018137895.1,Diaporthe sp. DP-2020a,sempervirens,2769066,3;4;6;9;A;J;N;P;PRJNA649493;R,57815297,112170,ASM1813789v1
GCA_013435955.1,Diaporthe sp. HANT25,HANT25,2748660,0;2;4;6;A;J;N;P;PRJNA642004;R,55336591,74862,MUSC_Dhan_1
GCA_013842865.1,Diaporthe sp. NJD1,NJD1,2744576,2;3;5;6;9;A;J;N;P;PRJNA639325;R,58328132,3550333,AHAU-kiwi-Diaporthe
GCA_021188095.1,Diaporthe vexans,PV 4,1303515,4;6;7;8;9;A;J;N;P;PRJNA694478;R,59767560,5171527,ASM2118809v1
GCA_022225965.1,Diatrype stigma,M11/M66-122,117547,0;1;3;7;9;A;J;N;P;PRJNA790013;R,49620317,239526,ASM2222596v1
GCF_000275845.1,Dichomitus squalens LYAD-421 SS1,LYAD-421 SS1,732165,1;3;5;A;J;N;P;PRJNA53511;R,42748430,69813,Dichomitus squalens v1.0
GCA_025716815.1,Dichotomocladium elegans,RSA 919-,101130,3;4;5;6;9;A;J;N;P;PRJNA364359;R,39778020,1059679,Dicele1
GCA_033296635.1,Dichotomopilus funicola,CBS 141.50,1934379,1;2;4;5;7;A;J;N;P;PRJNA441725;R,32615522,247677,Chafun1 v1.0
GCA_016256075.1,Dictyocoela muelleri,Ou54,279532,1;2;3;4;5;7;A;J;N;P;PRJNA513274;R,41922160,6436,ASM1625607v1
GCA_016255985.1,Dictyocoela roeselum,Ou19,288439,0;1;5;7;A;J;N;P;PRJNA515057;R,2205980,2653,ASM1625598v1
GCA_027605045.1,Dictyophora indusiata,ZS,146777,0;4;7;8;A;J;N;P;PRJNA877048;R,67220582,748341,ASM2760504v1
GCA_029959195.1,Dictyophora rubrovolvata,Di001,1464785,0;4;7;8;9;A;J;N;P;PRJNA908074;R,28241966,2711256,ASM2995919v1
GCA_030558955.1,Diddensiella caesifluorescens,NRRL Y-48781,1194607,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11937192,904771,ASM3055895v1
GCA_030574215.1,Diddensiella santjacobensis,NRRL Y-17667,2704139,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12508485,439194,ASM3057421v1
GCA_030555955.1,Diddensiella transvaalensis,NRRL Y-27140,2704155,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12747269,550164,ASM3055595v1
GCA_016630955.3,Didymella arachidicola,YY187,749598,2;3;5;6;7;8;A;J;N;P;PRJNA562378;R,36211073,2070310,ASM1663095v3
GCF_010094145.1,Didymella exigua CBS 183.55,CBS 183.55,1150837,0;2;5;7;8;A;J;N;P;PRJNA207857;R,34389227,145421,Didex1
GCA_030271015.1,Didymella glomerata,Pj-2,749621,1;3;5;6;7;8;A;J;N;P;PRJNA785361;R,33173326,1359674,CAU_Dglom_1.0
GCA_011058895.1,Didymella heteroderae,28M1,1769908,2;3;4;5;A;J;N;P;PRJNA532542;R,37069316,283873,ASM1105889v1
GCA_011058865.1,Didymella keratinophila,9M1,2301244,2;3;4;5;A;J;N;P;PRJNA532542;R,36217471,141571,ASM1105886v1
GCA_004335245.1,Didymella lethalis,GRM-16-623,749627,0;5;6;9;A;J;N;P;PRJNA506599;R,33187389,198690,ASM433524v1
GCA_026119455.1,Didymella pinodella,KIN-16-675,749633,2;5;6;7;8;A;J;N;P;PRJNA867522;R,34667968,2215463,ASM2611945v1
GCA_026119265.1,Didymella pinodes,SLK-17-353,749589,2;5;6;7;8;A;J;N;P;PRJNA867522;R,34503144,2665598,ASM2611926v1
GCA_022225945.1,Didymella pomorum,M27-16,749634,0;1;3;7;9;A;J;N;P;PRJNA790013;R,35522173,403404,ASM2222594v1
GCA_004522025.1,Didymella segeticola,GZSQ-4,2021029,0;1;4;5;6;A;J;N;P;PRJNA516041;R,33448292,2254797,ASM452202v1
GCA_027946495.1,Didymella sp. IMI 355093,IMI 355093,2978356,0;5;6;7;8;A;J;N;P;PRJNA786750;R,31528740,1301886,ASM2794649v1
GCA_001600575.1,Didymobotryum rigidum,JCM 8837,1635097,2;3;4;8;B;D;J;P;PRJDB3556;PRJDB3824;R,41729728,455608,JCM_8837_assembly_v001
GCA_010094045.1,Didymosphaeria enalia,CBS 304.66,85948,2;3;4;8;9;A;J;N;P;PRJNA239483;R,61207694,99038,Veren1
GCF_027946475.1,Didymosphaeria variabile,IMI 356815,1932322,0;5;6;7;8;A;J;N;P;PRJNA786750;R,39450705,4705368,ASM2794647v1
GCA_030770415.1,Didymosphaeriaceae sp. AR-2023a,DS1613,3044270,1;4;6;9;A;J;N;P;PRJNA966141;R,101793380,219547,LANL_DS1613_1.0
GCA_027576995.1,Dimargaris cristalligena,RSA 1219,215637,0;4;5;6;7;A;J;N;P;PRJNA650746;R,31656219,32957,UCR_DicrRSA1219_1.0
GCA_027576935.1,Dimargaris verticillata,RSA 567,2761393,0;4;5;6;7;A;J;N;P;PRJNA650747;R,20130883,12273,UCR_DiveRSA567_1.0
GCA_027576955.1,Dimargaris xerosporica,NRRL 3178,2761399,0;4;5;6;7;8;A;J;N;P;PRJNA650748;R,25184966,13359,UCR_DixeNRRL3178_1.0
GCA_027604005.1,Dinochytrium kinnereticum,KLL_TL_06062013,1774096,0;1;5;6;8;9;A;J;N;P;PRJNA619580;R,31510542,24847,ASM2760400v1
GCA_001600655.1,Dioszegia aurantiaca,JCM 2956,4973,1;2;3;7;B;D;J;P;PRJDB3556;PRJDB3721;R,19344119,350057,JCM_2956_assembly_v001
GCA_001600615.1,Dioszegia crocea,JCM 2961,4974,1;3;7;8;B;D;J;P;PRJDB3556;PRJDB3718;R,20595339,706869,JCM_2961_assembly_v001
GCF_025882075.1,Dioszegia hungarica,PDD-24b-2,4972,0;5;8;9;A;J;N;P;PRJNA809585;R,20956552,2166071,ASM2588207v1
GCA_024741835.1,Diplocarpon mali,PGHB,946123,3;6;7;8;9;A;J;N;P;PRJNA689376;R,51728506,49963,ASM2474183v1
GCA_032760415.1,Diplocarpon rosae,R4,946125,1;4;8;9;A;J;N;P;PRJNA984818;R,36933718,2966946,ASM3276041v1
GCF_001883845.1,Diplodia corticola,CBS 112549,236234,2;3;4;5;7;A;J;N;P;PRJNA325745;R,34986079,271374,ASM188384v1
GCA_021495925.1,Diplodia intermedia,M45-28,856260,0;1;3;7;9;A;J;N;P;PRJNA790013;R,38134010,289184,ASM2149592v1
GCA_022560015.1,Diplodia mutila,CBS 112553,85927,0;1;4;7;9;A;J;N;P;PRJNA704199;R,44660741,142240,ASM2256001v1
GCA_023087385.1,Diplodia sapinea,KE8364,66738,4;7;8;A;J;N;P;PRJNA777748;R,37064197,116742,ASM2308738v1
GCA_001455585.1,Diplodia scrobiculata,CMW30223,280322,0;1;2;7;8;A;J;N;P;PRJNA278001;R,34931051,16793,Dip_scr_CMW30223_v1.0
GCA_021436955.2,Diplodia seriata,FDS-637,420778,0;1;3;7;9;A;J;N;P;PRJNA790013;R,37553433,3256270,ASM2143695v2
GCA_033297225.1,Diplogelasinospora grovesii,CBS 340.73,303347,0;3;5;7;9;A;J;N;P;PRJNA953079;R,48188163,154731,Dipgro1
GCA_023645945.1,Diploschistes diacapsis,LIQ79DIDIA,150877,3;7;8;A;J;N;P;PRJNA783777;R,29147108,14708,KEW_Ddia
GCA_030556295.1,Dipodascopsis tothii,NRRL Y-12690,44089,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13137153,18976,ASM3055629v1
GCA_030568195.1,Dipodascopsis uninucleata var. uninucleata,NRRL Y-17583,44091,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16321858,1359059,ASM3056819v1
GCA_030564925.1,Dipodascus aggregatus,NRRL Y-17564,44075,2;3;4;6;7;A;J;N;P;PRJNA736342;R,21921840,97641,ASM3056492v1
GCA_003707475.1,Dipodascus albidus,NRRL Y-12859,27315,1;2;4;9;A;J;N;P;PRJNA429441;R,16263702,123620,ASM370747v1
GCA_030674515.1,Dipodascus armillariae,NRRL Y-17580,43962,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18419784,5818,ASM3067451v1
GCA_030563945.1,Dipodascus australiensis,NRRL Y-17565,43976,2;3;4;6;7;A;J;N;P;PRJNA736342;R,24124997,110866,ASM3056394v1
GCA_030556585.1,Dipodascus carabidarus,NRRL Y-27727,2704157,2;3;4;6;7;A;J;N;P;PRJNA736342;R,21092376,68208,ASM3055658v1
GCA_030566025.1,Dipodascus cucujoidarus,NRRL Y-27731,2704158,2;3;4;6;7;A;J;N;P;PRJNA736342;R,19656129,89941,ASM3056602v1
GCA_030564905.1,Dipodascus fermentans,NRRL Y-1492,44066,2;3;4;6;7;A;J;N;P;PRJNA736342;R,24703024,62549,ASM3056490v1
GCA_030566045.1,Dipodascus geniculatus,NRRL Y-17628,44078,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15150603,131764,ASM3056604v1
GCA_022023575.1,Dipodascus ghanensis,CBS 11010,2862414,0;1;2;4;7;9;A;J;N;P;PRJNA791420;R,20192984,1418444,ASM2202357v1
GCA_030566085.1,Dipodascus histeridarus,NRRL Y-27729,2704159,2;3;4;6;7;A;J;N;P;PRJNA736342;R,21370184,99718,ASM3056608v1
GCA_030570935.1,Dipodascus klebahnii,NRRL Y-17568,44065,2;3;4;6;7;A;J;N;P;PRJNA736342;R,22956887,103010,ASM3057093v1
GCA_030463045.1,Dipodascus macrosporus,NRRL Y-17586,44076,2;3;4;6;7;A;J;N;P;PRJNA736342;R,22630279,11641,ASM3046304v1
GCA_030563985.1,Dipodascus restrictus,CBS 111234,416018,2;3;4;6;7;A;J;N;P;PRJNA736342;R,24891022,34723,ASM3056398v1
GCA_030568955.1,Dipodascus siamensis,CBS 10929 T,2862415,2;3;4;6;7;A;J;N;P;PRJNA736342;R,19494638,27744,ASM3056895v1
GCA_027576915.1,Dipsacomyces acuminosporus,NRRL 2925,4866,1;5;8;9;A;J;N;P;PRJNA581591;R,15199616,5884,UCR_DiacNRRL2925_1.0
GCA_013315955.1,Dirinaria sp. GBRC AP01,GBRC AP01,2575408,2;3;4;5;6;8;A;J;N;P;PRJNA526834;R,31679228,4507,GBRC_diri_1.0
GCA_027577015.1,Dispira parvispora,RSA 1196,1520584,2;4;6;7;A;J;N;P;PRJNA676427;R,21726176,7186,UCR_DipaRSA1196_1.0
GCA_027478255.1,Dispira simplex,RSA 1455,2789359,2;4;6;7;A;J;N;P;PRJNA676426;R,39371718,20550,UCR_DsimpRSA1455_1.1
GCF_010015565.1,Dissoconium aciculare CBS 342.82,CBS 342.82,1314786,0;1;6;7;9;A;J;N;P;PRJNA196071;R,26537235,282599,Disac1
GCA_016097935.1,Dissophora globulifera,REB-010B,979702,0;3;4;6;8;A;J;N;P;PRJNA340846;R,39164784,22686,UCR_MglobuREB-010B_1.0
GCA_025201705.1,Dissophora ornata,CBS 347.77,979620,0;3;5;9;A;J;N;P;PRJNA500539;R,38942631,25489,Disorn1
GCA_030560525.1,Diutina catenulata,NRRL Y-1508,45537,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13840753,133460,ASM3056052v1
GCA_030674695.1,Diutina mesorugosa,CBS 12656,1229076,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13360642,226150,ASM3067469v1
GCA_030578555.1,Diutina neorugosa,CBS 12627,1714406,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13236584,208032,ASM3057855v1
GCA_030580175.1,Diutina pseudorugosa,CBS 10433,1035112,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16046803,126616,ASM3058017v1
GCA_030569815.1,Diutina ranongensis (nom. inval.),CBS 10861,456251,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11834169,100607,ASM3056981v1
GCF_008704595.1,Diutina rugosa,CBS 613,5481,0;1;3;4;5;6;A;J;N;P;PRJNA531406;R,13445959,109683,ASM870459v1
GCA_030563345.1,Diutina scorzettiae,NRRL Y-27665,399469,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11880660,429502,ASM3056334v1
GCA_030580155.1,Diutina siamensis,CBS 13388,1343870,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12142408,212009,ASM3058015v1
GCA_910592015.1,Diversispora eburnea,AZ414A,1213867,0;3;4;5;B;E;J;P;PRJEB45340;R,65111457,22612,Diversispora_eburnea_AZ414A
GCA_003547095.1,Diversispora epigaea,IT104,1348612,1;3;4;6;7;9;A;J;N;P;PRJNA431769;R,156576535,42449,Glomus_Soap2_v3.1.nr.fa
GCA_032595095.1,Dothichiza sp. YAFEF048,YAFEF048,3071430,0;1;5;7;8;A;J;N;P;PRJNA1005758;R,31280692,970330,ASM3259509v1
GCA_030247885.1,Dothideales sp. JES 119,JES_119,2991674,1;3;6;A;J;N;P;PRJNA631111;R,29383553,974396,UCR_JES119
GCA_027943355.1,Dothideomycetes sp. NU200,NU200,2983309,1;2;4;9;B;D;J;P;PRJDB14294;R,27369507,872491,NU200_1.0
GCA_026013035.2,Dothideomycetes sp. NU30,NU30,2983310,1;2;4;9;B;D;J;P;PRJDB14294;R,25032387,271975,NU30_1.0
GCF_010015815.1,Dothidotthia symphoricarpi CBS 119687,CBS 119687,1392245,1;2;7;9;A;J;N;P;PRJNA217191;R,34433519,411458,Dotsy1
GCA_030412615.1,Dothioraceae sp. JAF-11,JAF-11,3053450,0;2;3;6;8;9;A;J;N;P;PRJNA982603;R,27233526,2240454,ASM3041261v1
GCA_023082095.1,Dothiorella sarmentorum,KEdek,240345,4;7;8;A;J;N;P;PRJNA777748;R,38272598,203775,ASM2308209v1
GCA_002116355.1,Dothistroma pini CBS 116487,CBS 116487,1367539,0;1;2;5;A;J;N;P;PRJNA212510;R,29984598,84534,ASM211635v1
GCA_002236755.2,Dothistroma septosporum,NZFS4520,64363,1;2;3;8;A;J;N;P;PRJNA381823;R,30232848,1182278,NZE2.long
GCF_001625195.1,Drechmeria coniospora,ARSEF 6962,98403,2;3;4;7;A;J;N;P;PRJNA277234;R,32831003,4137327,ASM162519v1
GCA_012184305.1,Drechslerella brochopaga,YMF1.01829,47238,2;3;4;8;9;A;J;N;P;PRJNA283942;R,35431589,7856,ASM1218430v1
GCA_020064725.1,Drechslerella dactyloides,CGMCC3.20198,74499,0;2;3;7;9;A;J;N;P;PRJNA723920;R,38634503,5030857,ASM2006472v1
GCA_000525045.1,Drechslerella stenobrocha 248,248,1043628,1;4;6;7;9;A;J;N;P;PRJNA67941;R,21174508,87472,DREv1
GCF_000298775.1,Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1,MB_m1,1072389,1;2;6;7;A;J;N;P;PRJNA66127;R,51949877,39371,ASM29877v1
GCA_002778125.1,Dryadomyces quercivorus,CBS 122982,637633,0;3;5;6;9;A;J;N;P;PRJNA395605;R,26411160,3691412,ASM277812v1
GCA_002215975.1,Dryadomyces quercus-mongolicae,KACC44405,1423150,2;3;8;9;A;J;N;P;PRJNA389222;R,27005990,771184,ASM221597v1
GCA_002778055.1,Dryadomyces sulphureus,CBS 380.68,490887,0;3;5;6;9;A;J;N;P;PRJNA395605;R,23976230,90097,ASM277805v1
GCF_024521655.1,Durotheca rogersii,YMJ 92031201,419775,3;4;5;8;A;J;N;P;PRJNA583854;R,48181149,946451,Durrog2
GCA_022605405.1,Earliella scabrosa,CIRM-BRFM 1817,2478900,0;2;4;9;A;J;N;P;PRJNA444029;R,51673276,1970191,Earsca1
GCA_030411725.1,Echria macrotheca,PSN4,438768,0;3;5;8;9;A;J;N;P;PRJNA953080;R,37830185,491939,Echmac1
GCA_026692725.1,Ecytonucleospora hepatopenaei,CIBAehp1,646526,0;5;7;8;9;A;J;N;P;PRJNA905897;R,3118667,235882,CIBA_Ehp_1.1
GCA_000230595.3,Edhazardia aedis USNM 41457,USNM 41457,1003232,1;2;5;6;A;J;N;P;PRJNA65125;R,51348006,112666,Edha_aedis_V4b
GCA_002240705.1,Elaphomyces granulatus,OSC145934,519963,0;2;4;8;A;J;N;P;PRJNA248240;R,54153615,10248,PX439
GCA_033630665.1,Elasticomyces elasticus,CCFEE 5320,574655,3;4;6;A;J;N;P;PRJNA666634;R,70912832,127955,ASM3363066v1
GCA_005959805.1,Elsinoe ampelina,YL-1,302913,2;5;6;7;9;A;J;N;P;PRJNA526997;R,28296786,2703794,ASM595980v1
GCA_013372555.1,Elsinoe arachidis,LNFT-H01,1125792,1;2;4;6;9;A;J;N;P;PRJNA612942;R,33184353,3376838,ASM1337255v1
GCA_007556505.1,Elsinoe australis,Ea-1,40998,1;3;4;5;8;A;J;N;P;PRJNA534188;R,23793094,1520745,ASM755650v1
GCA_017309325.2,Elsinoe batatas,CRI-CJ2,2601811,2;4;5;6;8;A;J;N;P;PRJNA645248;R,26493939,2546814,ASM1730932v2
GCA_007556565.1,Elsinoe fawcettii,DAR-70024,40997,1;3;4;5;8;A;J;N;P;PRJNA534185;R,26325864,843756,ASM755656v1
GCA_033846785.1,Elsinoe necatrix,CMW56129,2778755,0;4;6;7;8;A;J;N;P;PRJNA876084;R,25549386,1676154,N64
GCA_029448695.1,Elsinoe perseae,TREC-ASLL3,881653,0;3;6;7;8;9;A;J;N;P;PRJNA938760;R,23492853,561242,ASM2944869v1
