ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_902006505.2_C_byssicola_245-78,160290,Clonostachys byssicola,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys byssicola
GCA_902074915.1_C_chloroleuca_570-77_v2,1926264,Clonostachys chloroleuca,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chloroleuca
GCA_044120885.1_ASM4412088v1,1926264,Clonostachys chloroleuca,CGMCC3.3655,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chloroleuca
GCA_044120865.1_ASM4412086v1,1926264,Clonostachys chloroleuca,CGMCC3.4252,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chloroleuca
GCA_051020885.1_ASM5102088v1,1926264,Clonostachys chloroleuca,Cc620,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chloroleuca
GCA_037952775.1_ASM3795277v1,1926264,Clonostachys chloroleuca,Cc878,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chloroleuca
GCA_058716005.1_ASM5871600v1,3060412,Clonostachys chuyangsinensis,YFCC 8591,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys chuyangsinensis
GCA_058716145.1_ASM5871614v1,122660,Clonostachys compactiuscula,YFCC 8592,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys compactiuscula
GCA_902077795.2_C_rhizophaga_906-72A,160324,Clonostachys rhizophaga,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rhizophaga
GCA_044120895.1_ASM4412089v1,160324,Clonostachys rhizophaga,CGMCC3.3657,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rhizophaga
GCA_058716125.1_ASM5871612v1,122658,Clonostachys rogersoniana,YFCC 895,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rogersoniana
GCA_902085965.1_CLO192961,29856,Clonostachys rosea,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_000963775.2_ASM96377v2,29856,Clonostachys rosea,67-1,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_014925725.1_ASM1492572v1,29856,Clonostachys rosea,88-710,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_014925755.1_ASM1492575v1,29856,Clonostachys rosea,ACM941,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_057376185.1_Embrapa_CRosea_1.0,29856,Clonostachys rosea,CMAA1284,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_041380665.1_ASM4138066v1,29856,Clonostachys rosea,CR 02,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_026958235.1_ASM2695823v1,29856,Clonostachys rosea,CR-7,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_015832225.1_ASM1583222v1,29856,Clonostachys rosea,CanS41,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_026769995.1_ASM2676999v1,29856,Clonostachys rosea,GU-9,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_029618705.1_ASM2961870v1,29856,Clonostachys rosea,GU-D4,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_019843565.1_ASM1984356v1,29856,Clonostachys rosea,HOCR18,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_019843725.1_ASM1984372v1,29856,Clonostachys rosea,HWLR12,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_039877235.1_ASM3987723v1,29856,Clonostachys rosea,MLY32,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_054828895.1_ASM5482889v1,29856,Clonostachys rosea,NF-06,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_001640285.1_ASM164028v1,29856,Clonostachys rosea,YKD0085,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_902827195.2_C_rosea_IK726,1349383,Clonostachys rosea f. rosea IK726,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys rosea
GCA_902141235.2_C_solani_1703,160281,Clonostachys solani,,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys solani
GCA_058224605.1_ASM5822460v1,160281,Clonostachys solani,YFCC 8593,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys solani
GCA_052938495.1_ASM5293849v1,3406843,Clonostachys sp. FPYF6005,FPYF6005,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys sp. FPYF6005
GCA_027569955.1_ASM2756995v1,2989763,Clonostachys sp. G600,G600,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys sp. G600
GCA_027569935.1_ASM2756993v1,2989762,Clonostachys sp. G952,G952,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys sp. G952
GCA_060307325.1_ASM6030732v1,3369586,Clonostachys sp. YL-2024a,HNU01,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys sp. YL-2024a
GCA_027604065.1_ASM2760406v1,447962,Clydaea vesicula,JEL0476,Chytridiomycota,,Chytridiomycetes,,Lobulomycetales,Lobulomycetaceae,Clydaea,Clydaea vesicula
GCA_982397225.1_27-FMI,5501,Coccidioides immitis,,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCA_004115165.2_Cimm211_ragoo,5501,Coccidioides immitis,WA_211,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCA_000149815.1_ASM14981v1,396776,Coccidioides immitis H538.4,H538.4,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCA_000149895.1_ASM14989v1,404692,Coccidioides immitis RMSCC 2394,RMSCC 2394,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCA_000150085.1_ASM15008v1,454286,Coccidioides immitis RMSCC 3703,RMSCC 3703,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCF_000149335.2_ASM14933v2,246410,Coccidioides immitis RS,RS,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides immitis
GCA_020976775.1_2566v1,199306,Coccidioides posadasii,2566,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_020976795.1_3796v1,199306,Coccidioides posadasii,3796,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_057381745.1_ASM5738174v1,199306,Coccidioides posadasii,Z09114,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_057381685.1_ASM5738168v1,199306,Coccidioides posadasii,Z14352,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_057381655.1_ASM5738165v1,199306,Coccidioides posadasii,Z1523,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_057381675.1_ASM5738167v1,199306,Coccidioides posadasii,Z16140,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCF_000151335.2_JCVI-cpa1-1.0,222929,Coccidioides posadasii C735 delta SOWgp,C735 delta SOWgp,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150245.1_ASM15024v1,469472,Coccidioides posadasii CPA 0001,CPA 0001,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150615.1_ASM15061v1,490068,Coccidioides posadasii CPA 0020,CPA 0020,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150645.1_ASM15064v1,490069,Coccidioides posadasii CPA 0066,CPA 0066,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150555.1_ASM15055v1,490065,Coccidioides posadasii RMSCC 1037,RMSCC 1037,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150585.1_ASM15058v1,490066,Coccidioides posadasii RMSCC 1038,RMSCC 1038,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150185.1_ASM15018v1,469470,Coccidioides posadasii RMSCC 2133,RMSCC 2133,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150055.1_ASM15005v1,454284,Coccidioides posadasii RMSCC 3488,RMSCC 3488,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_000150215.1_ASM15021v1,469471,Coccidioides posadasii RMSCC 3700,RMSCC 3700,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCF_018416015.2_ASM1841601v2,443226,Coccidioides posadasii str. Silveira,Silveira,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Coccidioides,Coccidioides posadasii
GCA_013283235.1_ASM1328323v1,1634537,Coccinonectria pachysandricola,JAC 18-79,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Coccinonectria,Coccinonectria pachysandricola
GCA_003693555.1_ASM369355v1,1634537,Coccinonectria pachysandricola,JAC16-16,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Coccinonectria,Coccinonectria pachysandricola
GCA_964256785.1_public_SRR14722230_metabat2_bin.7,301477,Coccocarpia palmicola,,Ascomycota,,Lecanoromycetes,,Peltigerales,Coccocarpiaceae,Coccocarpia,Coccocarpia palmicola
GCA_004114315.1_ASM411431v1,2082957,Cochlonema odontosperma,E-All,Zoopagomycota,,Zoopagomycetes,,Zoopagales,Cochlonemataceae,Cochlonema,Cochlonema odontosperma
GCA_046563265.1_ASM4656326v1,3041003,Codinaeella sp. EC4,EC4,Ascomycota,,Sordariomycetes,,Chaetosphaeriales,Chaetosphaeriaceae,Codinaeella,Codinaeella sp. EC4
GCA_026928455.1_CoeloLatAmber_1.0_UCR,945690,Coelomomyces lativittatus,CIRM-AVA-1-Amber,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Coelomomycetaceae,Coelomomyces,Coelomomyces lativittatus
GCA_026937265.1_CoeloLatMeio_1.0_UCR,945690,Coelomomyces lativittatus,CIRM-AVA-1-Meiospore,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Coelomomycetaceae,Coelomomyces,Coelomomyces lativittatus
GCA_026937105.1_CoeloLatOrange_1.0_UCR,945690,Coelomomyces lativittatus,CIRM-AVA-1-Orange,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Coelomomycetaceae,Coelomomyces,Coelomomyces lativittatus
GCA_027579955.1_UCR_CoacBCRC34181_1.0,417176,Coemansia aciculifera,BCRC 34181,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia aciculifera
GCA_027579645.1_UCR_CoacCBS109363_1.0,417176,Coemansia aciculifera,CBS 190363,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia aciculifera
GCA_027579785.1_UCR_CoacCBS516.66_1.0,417176,Coemansia aciculifera,CBS 516.66,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia aciculifera
GCA_027579385.1_UCR_CoacNRRL2694_1.0,417176,Coemansia aciculifera,NRRL 2694,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia aciculifera
GCA_027579375.1_UCR_CoacRSA476_1.0,417176,Coemansia aciculifera,RSA 476,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia aciculifera
GCA_027579625.1_UCR_CoasBCRC34628_1.0,1052880,Coemansia asiatica,BCRC 34628,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia asiatica
GCA_027478445.1_UCR_CasiaNBRC105413_1.0,1052880,Coemansia asiatica,NBRC 105413,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia asiatica
GCA_027595825.1_UCR_CbifNCRC34381_1.0,1286918,Coemansia biformis,BCRC 34381,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia biformis
GCA_027579605.1_UCR_CobrNRRL1566_1.0,2650707,Coemansia brasiliensis,NRRL 1566,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia brasiliensis
GCA_027579355.1_UCR_CoerBCRC34228_1.0,147472,Coemansia erecta,BCRC 34228,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia erecta
GCA_027579585.1_UCR_CoerCBS336.87_1.0,147472,Coemansia erecta,CBS 336.87,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia erecta
GCA_027579565.1_UCR_CoerCBS939.97_1.0,147472,Coemansia erecta,CBS 939.97,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia erecta
GCA_027579345.1_UCR_CoerIMI279145_1.0,147472,Coemansia erecta,IMI 279145,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia erecta
GCA_027574685.1_UCR_CereNBRC32514_1.0,147472,Coemansia erecta,NBRC 32514,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia erecta
GCA_027579325.1_UCR_CofuBCRC34190_1.0,417177,Coemansia furcata,BCRC 34190,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia furcata
GCA_027579525.1_UCR_CofuCBS102833_1.0,417177,Coemansia furcata,CBS 102833,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia furcata
GCA_027579505.1_UCR_CoguNRRL1565_1.0,2761395,Coemansia guatemalensis,NRRL 1565,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia guatemalensis
GCA_027579315.1_UCR_CoheBCRC34780_1.0,1286919,Coemansia helicoidea,BCRC 34780,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia helicoidea
GCA_027579055.1_UCR_CoinBCRC34489_1.0,1126814,Coemansia interrupta,BCRC 34489,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia interrupta
GCA_027579115.1_UCR_CojaNBRC105414_1.0,2761396,Coemansia javaensis,NBRC 105414,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia javaensis
GCA_027579275.1_UCR_ColiBCRC34191_1.0,2663919,Coemansia linderi,BCRC 34191,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia linderi
GCA_025766245.1_Coemoj1,4864,Coemansia mojavensis,RSA 71,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia mojavensis
GCA_027579095.1_UCR_ConaCBS109366_1.0,2789366,Coemansia nantahalensis,CBS 109366,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia nantahalensis
GCA_027579485.1_UCR_ConaCBS109400_1.0,2789366,Coemansia nantahalensis,CBS 109400,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia nantahalensis
GCA_027579255.1_UCR_CopeBCRC34297_1.0,1052879,Coemansia pectinata,BCRC 34297,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia pectinata
GCA_002705745.1_Coere1,763665,Coemansia reversa NRRL 1564,NRRL 1564,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia reversa
GCA_027579295.1_UCR_CofoNRRL5531T_1.0,327750,Coemansia sp. 'formosensis',NRRL 5531,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. 'formosensis'
GCA_027579235.1_UCR_CoemBCRC34301_1.0,2663920,Coemansia sp. BCRC 34301,BCRC 34301,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. BCRC 34301
GCA_027579215.1_UCR_CoemBCRC34490_1.0,2761420,Coemansia sp. BCRC 34490,BCRC 34490,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. BCRC 34490
GCA_027579075.1_UCR_CoemBCRC34962_1.0,2789224,Coemansia sp. BCRC 34962,BCRC 34962,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. BCRC 34962
GCA_027579155.1_UCR_CoemBennyD115_1.0,2663910,Coemansia sp. Benny D115,Benny D115,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. Benny D115
GCA_027595805.1_UCR_CoemD160_1.0,2849843,Coemansia sp. Benny D160-2,Benny D160-2,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. Benny D160-2
GCA_027579015.1_UCR_CoemCherry401B_1.0,2761397,Coemansia sp. Cherry 401B,Cherry 401B,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. Cherry 401B
GCA_027579035.1_UCR_CoemD1744_1.0,2761401,Coemansia sp. D1744,D1744,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. D1744
GCA_027579175.1_UCR_CoemIMI203386_1.0,2572656,Coemansia sp. IMI 203386,IMI 203386,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. IMI 203386
GCA_027575815.1_UCR_CoemIMI209127_1.0,2898424,Coemansia sp. IMI 209127,IMI 209127,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. IMI 209127
GCA_027578995.1_UCR_CoemIMI209128_1.0,2761427,Coemansia sp. IMI 209128,IMI 209128,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. IMI 209128
GCA_027578775.1_UCR_CoemRSA1085_1.0,2789357,Coemansia sp. RSA 1085,RSA 1085,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1085
GCA_027595785.1_UCR_CoemRSA1086_1.0,2849844,Coemansia sp. RSA 1086,RSA 1086,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1086
GCA_027578755.1_UCR_CoemRSA1199_1.0,2789312,Coemansia sp. RSA 1199,RSA 1199,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1199
GCA_027578915.1_UCR_CoemRSA1200_1.0,2789352,Coemansia sp. RSA 1200,RSA 1200,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1200
GCA_027578955.1_UCR_CoemRSA1250_1.0,2789360,Coemansia sp. RSA 1250,RSA 1250,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1250
GCA_027578935.1_UCR_CoemRSA1285_1.0,2663902,Coemansia sp. RSA 1285,RSA 1285,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1285
GCA_027578875.1_UCR_CoemRSA1286_1.0,2663877,Coemansia sp. RSA 1286,RSA 1286,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1286
GCA_027578735.1_UCR_CoemRSA1287_1.0,2789329,Coemansia sp. RSA 1287,RSA 1287,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1287
GCA_027578715.1_UCR_CoemRSA1290_1.0,2761390,Coemansia sp. RSA 1290,RSA 1290,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1290
GCA_027578675.1_UCR_CoemRSA1358_1.0,2663922,Coemansia sp. RSA 1358,RSA 1358,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1358
GCA_027578695.1_UCR_CoemRSA1365_1.0,2761419,Coemansia sp. RSA 1365,RSA 1365,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1365
GCA_027575545.1_UCR_CoemRSA1591_1.0,2849845,Coemansia sp. RSA 1591,RSA 1591,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1591
GCA_027478935.1_UCR_CoemRSA1646_1.0,2512252,Coemansia sp. RSA 1646,RSA 1646,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1646
GCA_027578655.1_UCR_CoemRSA1694_1.0,2663881,Coemansia sp. RSA 1694,RSA 1694,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1694
GCA_027578855.1_UCR_CoemRSA1721_1.0,2663876,Coemansia sp. RSA 1721,RSA 1721,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1721
GCA_027579135.1_UCR_CoemRSA1722_1.0,2761405,Coemansia sp. RSA 1722,RSA 1722,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1722
GCA_027575525.1_UCR_CoemRSA1752_1.0,2849846,Coemansia sp. RSA 1752,RSA 1752,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1752
GCA_027578795.1_UCR_CoemRSA1797_1.0,2789340,Coemansia sp. RSA 1797,RSA 1797,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1797
GCA_027578815.1_UCR_CoemRSA1804_1.0,2512253,Coemansia sp. RSA 1804,RSA 1804,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1804
GCA_027578635.1_UCR_CoemRSA1807_1.0,2663894,Coemansia sp. RSA 1807,RSA 1807,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1807
GCA_027578555.1_UCR_CoemRSA1813_1.0,2789316,Coemansia sp. RSA 1813,RSA 1813,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1813
GCA_027595765.1_UCR_CoemRSA1821_1.0,2849847,Coemansia sp. RSA 1821,RSA 1821,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1821
GCA_027578615.1_UCR_CoemRSA1822_1.0,2663887,Coemansia sp. RSA 1822,RSA 1822,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1822
GCA_027575465.1_UCR_CoemRSA1824_1.0,2849848,Coemansia sp. RSA 1824,RSA 1824,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1824
GCA_027578595.1_UCR_CoemRSA1836_1.0,2663898,Coemansia sp. RSA 1836,RSA 1836,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1836
GCA_027575445.1_UCR_CoemRSA1843_1.0,2849849,Coemansia sp. RSA 1843,RSA 1843,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1843
GCA_027578575.1_UCR_CoemRSA1853_1.0,2663886,Coemansia sp. RSA 1853,RSA 1853,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1853
GCA_027579465.1_UCR_CoemRSA1878_1.0,2790278,Coemansia sp. RSA 1878,RSA 1878,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1878
GCA_027578535.1_UCR_CoemRSA1933_1.0,2512254,Coemansia sp. RSA 1933,RSA 1933,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1933
GCA_027578515.1_UCR_CoemRSA1935_1.0,2789350,Coemansia sp. RSA 1935,RSA 1935,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1935
GCA_027578435.1_UCR_CoemRSA1937_1.0,2663895,Coemansia sp. RSA 1937,RSA 1937,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1937
GCA_027575425.1_UCR_CoemRSA1938_1.0,2849850,Coemansia sp. RSA 1938,RSA 1938,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1938
GCA_027578395.1_UCR_CoemRSA1939_1.0,2761428,Coemansia sp. RSA 1939,RSA 1939,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1939
GCA_027578415.1_UCR_CoemRSA1972_1.0,2663899,Coemansia sp. RSA 1972,RSA 1972,Kickxellomycota,,Kickxellomycetes,,Kickxellales,Kickxellaceae,Coemansia,Coemansia sp. RSA 1972
